family	presentation	kind	owner	coefficient	incidence	lineage
baseline	2	sample_q	8:0:2	-625/518038	4	11795852869117260358
baseline	2	sample_q	8:0:3	1000/259019	4	11795852869117260358
baseline	2	sample_q	8:0:4	-3200/259019	4	11795852869117260358
baseline	2	sample_p	8:1:0	12800/259019	4	11795852869117260359
baseline	2	sample_p	8:1:1	-40960/259019	4	11795852869117260359
baseline	2	sample_p	8:1:2	3125/518038	4	11795852869117260359
baseline	2	sample_p	8:1:3	-5000/259019	4	11795852869117260359
baseline	2	sample_q	8:1:0	-3200/259019	4	11795852869117260359
baseline	2	sample_q	8:1:1	-2560/259019	4	11795852869117260359
baseline	2	sample_q	8:1:2	8192/259019	4	11795852869117260359
baseline	2	sample_q	8:1:3	-625/518038	4	11795852869117260359
baseline	2	sample_q	8:1:4	1000/259019	4	11795852869117260359
baseline	2	sample_p	8:2:0	-4000/259019	4	11795852869117260360
baseline	2	sample_p	8:2:1	12800/259019	4	11795852869117260360
baseline	2	sample_p	8:2:2	-40960/259019	4	11795852869117260360
baseline	2	sample_p	8:2:3	3125/518038	4	11795852869117260360
baseline	2	sample_q	8:2:0	1000/259019	4	11795852869117260360
baseline	2	sample_q	8:2:1	800/259019	4	11795852869117260360
baseline	2	sample_q	8:2:2	-2560/259019	4	11795852869117260360
baseline	2	sample_q	8:2:3	8192/259019	4	11795852869117260360
baseline	2	sample_q	8:2:4	-625/518038	4	11795852869117260360
baseline	2	sample_p	8:3:0	1250/259019	4	11795852869117260361
baseline	2	sample_p	8:3:1	-4000/259019	4	11795852869117260361
baseline	2	sample_p	8:3:2	12800/259019	4	11795852869117260361
baseline	2	sample_p	8:3:3	-40960/259019	4	11795852869117260361
baseline	2	sample_q	8:3:0	-625/518038	4	11795852869117260361
baseline	2	sample_q	8:3:1	-250/259019	4	11795852869117260361
baseline	2	sample_q	8:3:2	800/259019	4	11795852869117260361
baseline	2	sample_q	8:3:3	-2560/259019	4	11795852869117260361
baseline	2	sample_q	8:3:4	8192/259019	4	11795852869117260361
baseline	2	sample_p	9:0:0	-32/255	5	11795852869117260414
baseline	2	sample_p	9:0:1	1/510	5	11795852869117260414
baseline	2	sample_p	9:0:2	-2/255	5	11795852869117260414
baseline	2	sample_p	9:0:3	8/255	5	11795852869117260414
baseline	2	sample_q	9:0:0	32/1275	5	11795852869117260414
baseline	2	sample_q	9:0:1	32/1275	5	11795852869117260414
baseline	2	sample_q	9:0:2	-1/2550	5	11795852869117260414
baseline	2	sample_q	9:0:3	2/1275	5	11795852869117260414
baseline	2	sample_q	9:0:4	-8/1275	5	11795852869117260414
baseline	2	sample_p	9:1:0	8/255	5	11795852869117260414
baseline	2	sample_p	9:1:1	-32/255	5	11795852869117260414
baseline	2	sample_p	9:1:2	1/510	5	11795852869117260414
baseline	2	sample_p	9:1:3	-2/255	5	11795852869117260414
baseline	2	sample_q	9:1:0	-8/1275	5	11795852869117260414
baseline	2	sample_q	9:1:1	-8/1275	5	11795852869117260414
baseline	2	sample_q	9:1:2	32/1275	5	11795852869117260414
baseline	2	sample_q	9:1:3	-1/2550	5	11795852869117260414
baseline	2	sample_q	9:1:4	2/1275	5	11795852869117260414
baseline	2	sample_p	9:2:0	-2/255	5	11795852869117260414
baseline	2	sample_p	9:2:1	8/255	5	11795852869117260414
baseline	2	sample_p	9:2:2	-32/255	5	11795852869117260414
baseline	2	sample_p	9:2:3	1/510	5	11795852869117260414
baseline	2	sample_q	9:2:0	2/1275	5	11795852869117260414
baseline	2	sample_q	9:2:1	2/1275	5	11795852869117260414
baseline	2	sample_q	9:2:2	-8/1275	5	11795852869117260414
baseline	2	sample_q	9:2:3	32/1275	5	11795852869117260414
baseline	2	sample_q	9:2:4	-1/2550	5	11795852869117260414
baseline	2	sample_p	9:3:0	1/510	5	11795852869117260414
baseline	2	sample_p	9:3:1	-2/255	5	11795852869117260414
baseline	2	sample_p	9:3:2	8/255	5	11795852869117260414
baseline	2	sample_p	9:3:3	-32/255	5	11795852869117260414
baseline	2	sample_q	9:3:0	-1/2550	5	11795852869117260414
baseline	2	sample_q	9:3:1	-1/2550	5	11795852869117260414
baseline	2	sample_q	9:3:2	2/1275	5	11795852869117260414
baseline	2	sample_q	9:3:3	-8/1275	5	11795852869117260414
baseline	2	sample_q	9:3:4	32/1275	5	11795852869117260414
baseline	2	sample_p	10:0:0	-207360/1987531	6	11795852869117260415
baseline	2	sample_p	10:0:1	3125/3975062	6	11795852869117260415
baseline	2	sample_p	10:0:2	-7500/1987531	6	11795852869117260415
baseline	2	sample_p	10:0:3	36000/1987531	6	11795852869117260415
baseline	2	sample_q	10:0:0	34560/1987531	6	11795852869117260415
baseline	2	sample_q	10:0:1	41472/1987531	6	11795852869117260415
baseline	2	sample_q	10:0:2	-625/3975062	6	11795852869117260415
baseline	2	sample_q	10:0:3	1500/1987531	6	11795852869117260415
baseline	2	sample_q	10:0:4	-7200/1987531	6	11795852869117260415
baseline	2	sample_p	10:1:0	43200/1987531	6	11795852869117260415
baseline	2	sample_p	10:1:1	-207360/1987531	6	11795852869117260415
baseline	2	sample_p	10:1:2	3125/3975062	6	11795852869117260415
baseline	2	sample_p	10:1:3	-7500/1987531	6	11795852869117260415
baseline	2	sample_q	10:1:0	-7200/1987531	6	11795852869117260415
baseline	2	sample_q	10:1:1	-8640/1987531	6	11795852869117260415
baseline	2	sample_q	10:1:2	41472/1987531	6	11795852869117260415
baseline	2	sample_q	10:1:3	-625/3975062	6	11795852869117260415
baseline	2	sample_q	10:1:4	1500/1987531	6	11795852869117260415
baseline	2	sample_p	10:2:0	-9000/1987531	6	11795852869117260415
baseline	2	sample_p	10:2:1	43200/1987531	6	11795852869117260415
baseline	2	sample_p	10:2:2	-207360/1987531	6	11795852869117260415
baseline	2	sample_p	10:2:3	3125/3975062	6	11795852869117260415
baseline	2	sample_q	10:2:0	1500/1987531	6	11795852869117260415
baseline	2	sample_q	10:2:1	1800/1987531	6	11795852869117260415
baseline	2	sample_q	10:2:2	-8640/1987531	6	11795852869117260415
baseline	2	sample_q	10:2:3	41472/1987531	6	11795852869117260415
baseline	2	sample_q	10:2:4	-625/3975062	6	11795852869117260415
baseline	2	sample_p	10:3:0	1875/1987531	6	11795852869117260415
baseline	2	sample_p	10:3:1	-9000/1987531	6	11795852869117260415
baseline	2	sample_p	10:3:2	43200/1987531	6	11795852869117260415
baseline	2	sample_p	10:3:3	-207360/1987531	6	11795852869117260415
baseline	2	sample_q	10:3:0	-625/3975062	6	11795852869117260415
baseline	2	sample_q	10:3:1	-375/1987531	6	11795852869117260415
baseline	2	sample_q	10:3:2	1800/1987531	6	11795852869117260415
baseline	2	sample_q	10:3:3	-8640/1987531	6	11795852869117260415
baseline	2	sample_q	10:3:4	41472/1987531	6	11795852869117260415
baseline	2	reduction_p	0	0	0	1
baseline	2	reduction_p	0	1	0	1
baseline	2	reduction_p	0	2	0	1
baseline	2	reduction_p	0	3	0	1
baseline	2	reduction_p	0	4	320	1
baseline	2	reduction_p	1	0	-3125	1
baseline	2	reduction_p	2	0	0	1
baseline	2	reduction_p	2	1	2500	1
baseline	2	reduction_p	3	0	0	1
baseline	2	reduction_p	3	1	0	1
baseline	2	reduction_p	3	2	-2000	1
baseline	2	reduction_q	0	0	0	1
baseline	2	reduction_q	0	1	0	1
baseline	2	reduction_q	0	2	0	1
baseline	2	reduction_q	0	3	-320	1
baseline	2	reduction_q	1	0	0	1
baseline	2	reduction_q	1	1	0	1
baseline	2	reduction_q	1	2	0	1
baseline	2	reduction_q	1	3	0	1
baseline	2	reduction_q	1	4	-64	1
baseline	2	reduction_q	2	0	625	1
baseline	2	reduction_q	3	0	0	1
baseline	2	reduction_q	3	1	-500	1
baseline	2	reduction_q	4	0	0	1
baseline	2	reduction_q	4	1	0	1
baseline	2	reduction_q	4	2	400	1
baseline	2	reduction_p	4	0	0	1
baseline	2	reduction_p	4	1	0	1
baseline	2	reduction_p	4	2	0	1
baseline	2	reduction_p	4	3	-400	1
baseline	2	reduction_p	5	0	0	1
baseline	2	reduction_p	5	1	0	1
baseline	2	reduction_p	5	2	0	1
baseline	2	reduction_p	5	3	0	1
baseline	2	reduction_p	5	4	320	1
baseline	2	reduction_p	6	0	-3125	1
baseline	2	reduction_p	7	0	0	1
baseline	2	reduction_p	7	1	2500	1
baseline	2	reduction_q	5	0	0	1
baseline	2	reduction_q	5	1	0	1
baseline	2	reduction_q	5	2	400	1
baseline	2	reduction_q	6	0	0	1
baseline	2	reduction_q	6	1	0	1
baseline	2	reduction_q	6	2	0	1
baseline	2	reduction_q	6	3	80	1
baseline	2	reduction_q	7	0	0	1
baseline	2	reduction_q	7	1	0	1
baseline	2	reduction_q	7	2	0	1
baseline	2	reduction_q	7	3	0	1
baseline	2	reduction_q	7	4	-64	1
baseline	2	reduction_q	8	0	625	1
baseline	2	reduction_q	9	0	0	1
baseline	2	reduction_q	9	1	-500	1
baseline	2	reduction_p	8	0	0	1
baseline	2	reduction_p	8	1	0	1
baseline	2	reduction_p	8	2	500	1
baseline	2	reduction_p	9	0	0	1
baseline	2	reduction_p	9	1	0	1
baseline	2	reduction_p	9	2	0	1
baseline	2	reduction_p	9	3	-400	1
baseline	2	reduction_p	10	0	0	1
baseline	2	reduction_p	10	1	0	1
baseline	2	reduction_p	10	2	0	1
baseline	2	reduction_p	10	3	0	1
baseline	2	reduction_p	10	4	320	1
baseline	2	reduction_p	11	0	-3125	1
baseline	2	reduction_q	10	0	0	1
baseline	2	reduction_q	10	1	-500	1
baseline	2	reduction_q	11	0	0	1
baseline	2	reduction_q	11	1	0	1
baseline	2	reduction_q	11	2	-100	1
baseline	2	reduction_q	12	0	0	1
baseline	2	reduction_q	12	1	0	1
baseline	2	reduction_q	12	2	0	1
baseline	2	reduction_q	12	3	80	1
baseline	2	reduction_q	13	0	0	1
baseline	2	reduction_q	13	1	0	1
baseline	2	reduction_q	13	2	0	1
baseline	2	reduction_q	13	3	0	1
baseline	2	reduction_q	13	4	-64	1
baseline	2	reduction_q	14	0	625	1
baseline	2	reduction_p	12	0	0	1
baseline	2	reduction_p	12	1	-625	1
baseline	2	reduction_p	13	0	0	1
baseline	2	reduction_p	13	1	0	1
baseline	2	reduction_p	13	2	500	1
baseline	2	reduction_p	14	0	0	1
baseline	2	reduction_p	14	1	0	1
baseline	2	reduction_p	14	2	0	1
baseline	2	reduction_p	14	3	-400	1
baseline	2	reduction_p	15	0	0	1
baseline	2	reduction_p	15	1	0	1
baseline	2	reduction_p	15	2	0	1
baseline	2	reduction_p	15	3	0	1
baseline	2	reduction_p	15	4	320	1
baseline	2	reduction_q	15	0	625	1
baseline	2	reduction_q	16	0	0	1
baseline	2	reduction_q	16	1	125	1
baseline	2	reduction_q	17	0	0	1
baseline	2	reduction_q	17	1	0	1
baseline	2	reduction_q	17	2	-100	1
baseline	2	reduction_q	18	0	0	1
baseline	2	reduction_q	18	1	0	1
baseline	2	reduction_q	18	2	0	1
baseline	2	reduction_q	18	3	80	1
baseline	2	reduction_q	19	0	0	1
baseline	2	reduction_q	19	1	0	1
baseline	2	reduction_q	19	2	0	1
baseline	2	reduction_q	19	3	0	1
baseline	2	reduction_q	19	4	-64	1
baseline	2	connection	0	0	0	1
baseline	2	connection	0	1	0	1
baseline	2	connection	0	2	0	1
baseline	2	connection	0	3	0	1
baseline	2	connection	0	4	192	1
baseline	2	connection	1	0	-625	1
baseline	2	connection	2	0	0	1
baseline	2	connection	2	1	-500	1
baseline	2	connection	3	0	0	1
baseline	2	connection	3	1	0	1
baseline	2	connection	3	2	1200	1
baseline	2	connection	4	0	0	1
baseline	2	connection	4	1	0	1
baseline	2	connection	4	2	0	1
baseline	2	connection	4	3	-240	1
baseline	2	connection	5	0	0	1
baseline	2	connection	5	1	0	1
baseline	2	connection	5	2	0	1
baseline	2	connection	5	3	0	1
baseline	2	connection	5	4	64	1
baseline	2	connection	6	0	625	1
baseline	2	connection	7	0	0	1
baseline	2	connection	7	1	-1500	1
baseline	2	connection	8	0	0	1
baseline	2	connection	8	1	0	1
baseline	2	connection	8	2	300	1
baseline	2	connection	9	0	0	1
baseline	2	connection	9	1	0	1
baseline	2	connection	9	2	0	1
baseline	2	connection	9	3	-80	1
baseline	2	connection	10	0	0	1
baseline	2	connection	10	1	0	1
baseline	2	connection	10	2	0	1
baseline	2	connection	10	3	0	1
baseline	2	connection	10	4	-64	1
baseline	2	connection	11	0	1875	1
baseline	2	connection	12	0	0	1
baseline	2	connection	12	1	-375	1
baseline	2	connection	13	0	0	1
baseline	2	connection	13	1	0	1
baseline	2	connection	13	2	100	1
baseline	2	connection	14	0	0	1
baseline	2	connection	14	1	0	1
baseline	2	connection	14	2	0	1
baseline	2	connection	14	3	80	1
baseline	2	connection	15	0	0	1
baseline	2	connection	15	1	0	1
baseline	2	connection	15	2	0	1
baseline	2	connection	15	3	0	1
baseline	2	connection	15	4	-192	1
baseline	2	scalar	0	0	0	1
baseline	2	scalar	0	1	-29601	1
baseline	2	scalar	1	0	0	1
baseline	2	scalar	1	1	0	1
baseline	2	scalar	1	2	-264000	1
baseline	2	scalar	2	0	0	1
baseline	2	scalar	2	1	0	1
baseline	2	scalar	2	2	0	1
baseline	2	scalar	2	3	-247680	1
baseline	2	scalar	3	0	0	1
baseline	2	scalar	3	1	0	1
baseline	2	scalar	3	2	0	1
baseline	2	scalar	3	3	0	1
baseline	2	scalar	3	4	-61440	1
baseline	2	scalar	4	0	50000	1
baseline	2	scalar	4	1	0	1
baseline	2	scalar	4	2	0	1
baseline	2	scalar	4	3	0	1
baseline	2	scalar	4	4	0	1
baseline	2	scalar	4	5	-4096	1
baseline	2	indicial	finite:0	0	exact	11795852869117260670
baseline	2	indicial	infinity:0	29601	exact	11795852869117260670
baseline	2	indicial	finite:1	0	exact	11795852869117260670
baseline	2	indicial	infinity:1	114624	exact	11795852869117260670
baseline	2	indicial	finite:2	2	exact	11795852869117260670
baseline	2	indicial	infinity:2	108416	exact	11795852869117260670
baseline	2	indicial	finite:3	-3	exact	11795852869117260670
baseline	2	indicial	infinity:3	36864	exact	11795852869117260670
baseline	2	indicial	finite:4	1	exact	11795852869117260670
baseline	2	indicial	infinity:4	4096	exact	11795852869117260670
baseline	2	series	0:0	1/1	local	11795852869117260606
baseline	2	series	0:1	0/1	local	11795852869117260606
baseline	2	series	0:2	0/1	local	11795852869117260606
baseline	2	series	0:3	0/1	local	11795852869117260606
baseline	2	series	0:4	0/1	local	11795852869117260606
baseline	2	series	0:5	9867/2000000	local	11795852869117260606
baseline	2	series	0:6	0/1	local	11795852869117260606
baseline	2	series	0:7	0/1	local	11795852869117260606
baseline	2	series	0:8	0/1	local	11795852869117260606
baseline	2	series	0:9	0/1	local	11795852869117260606
baseline	2	series	0:10	1641543189/8000000000000	local	11795852869117260606
baseline	2	series	1:0	0/1	local	11795852869117260606
baseline	2	series	1:1	1/1	local	11795852869117260606
baseline	2	series	1:2	0/1	local	11795852869117260606
baseline	2	series	1:3	0/1	local	11795852869117260606
baseline	2	series	1:4	0/1	local	11795852869117260606
baseline	2	series	1:5	0/1	local	11795852869117260606
baseline	2	series	1:6	97867/6000000	local	11795852869117260606
baseline	2	series	1:7	0/1	local	11795852869117260606
baseline	2	series	1:8	0/1	local	11795852869117260606
baseline	2	series	1:9	0/1	local	11795852869117260606
baseline	2	series	1:10	0/1	local	11795852869117260606
baseline	2	series	2:0	0/1	local	11795852869117260606
baseline	2	series	2:1	0/1	local	11795852869117260606
baseline	2	series	2:2	1/1	local	11795852869117260606
baseline	2	series	2:3	0/1	local	11795852869117260606
baseline	2	series	2:4	0/1	local	11795852869117260606
baseline	2	series	2:5	0/1	local	11795852869117260606
baseline	2	series	2:6	0/1	local	11795852869117260606
baseline	2	series	2:7	50141/2000000	local	11795852869117260606
baseline	2	series	2:8	0/1	local	11795852869117260606
baseline	2	series	2:9	0/1	local	11795852869117260606
baseline	2	series	2:10	0/1	local	11795852869117260606
baseline	2	series	3:0	0/1	local	11795852869117260606
baseline	2	series	3:1	0/1	local	11795852869117260606
baseline	2	series	3:2	0/1	local	11795852869117260606
baseline	2	series	3:3	1/1	local	11795852869117260606
baseline	2	series	3:4	0/1	local	11795852869117260606
baseline	2	series	3:5	0/1	local	11795852869117260606
baseline	2	series	3:6	0/1	local	11795852869117260606
baseline	2	series	3:7	0/1	local	11795852869117260606
baseline	2	series	3:8	892107/28000000	local	11795852869117260606
baseline	2	series	3:9	0/1	local	11795852869117260606
baseline	2	series	3:10	0/1	local	11795852869117260606
baseline	2	residue	0:0:0	-3/40	4a5=-1	11795852869117260734
baseline	2	residue	0:0:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:0:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:0:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:0:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:1:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:1:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:1:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:1:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:1:4	1/10	4a5=-1	11795852869117260734
baseline	2	residue	0:2:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:2:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:2:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:2:3	-1/10	4a5=-1	11795852869117260734
baseline	2	residue	0:2:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:3:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:3:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:3:2	-3/10	4a5=-1	11795852869117260734
baseline	2	residue	0:3:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	0:3:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:0:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:0:1	-3/40	4a5=-1	11795852869117260734
baseline	2	residue	1:0:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:0:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:0:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:1:0	-1/40	4a5=-1	11795852869117260734
baseline	2	residue	1:1:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:1:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:1:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:1:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:2:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:2:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:2:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:2:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:2:4	-1/10	4a5=-1	11795852869117260734
baseline	2	residue	1:3:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:3:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:3:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	1:3:3	-3/10	4a5=-1	11795852869117260734
baseline	2	residue	1:3:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:0:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:0:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:0:2	-3/40	4a5=-1	11795852869117260734
baseline	2	residue	2:0:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:0:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:1:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:1:1	-1/40	4a5=-1	11795852869117260734
baseline	2	residue	2:1:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:1:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:1:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:2:0	1/40	4a5=-1	11795852869117260734
baseline	2	residue	2:2:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:2:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:2:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:2:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:3:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:3:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:3:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:3:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	2:3:4	-3/10	4a5=-1	11795852869117260734
baseline	2	residue	3:0:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:0:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:0:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:0:3	-3/40	4a5=-1	11795852869117260734
baseline	2	residue	3:0:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:1:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:1:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:1:2	-1/40	4a5=-1	11795852869117260734
baseline	2	residue	3:1:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:1:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:2:0	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:2:1	1/40	4a5=-1	11795852869117260734
baseline	2	residue	3:2:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:2:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:2:4	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:3:0	3/40	4a5=-1	11795852869117260734
baseline	2	residue	3:3:1	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:3:2	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:3:3	0/1	4a5=-1	11795852869117260734
baseline	2	residue	3:3:4	0/1	4a5=-1	11795852869117260734
baseline	2	local_module	0	generic_cotangent_rank:1,singular_cotangent_rank:2,hessian_unit:1	syzygy:1	11795852869117260223
changed	0	term	0	1	0,0,2	11795852869117260156
changed	0	term	1	-1	0,5,0	11795852869117260156
changed	0	term	2	1	1,1,0	11795852869117260156
changed	0	term	3	-2	0,0,0	11795852869117260156
changed	0	partial	0:0	1	0,1,0	11795852869117260156
changed	0	partial	1:0	-5	0,4,0	11795852869117260157
changed	0	partial	1:1	1	1,0,0	11795852869117260157
changed	0	partial	2:0	2	0,0,1	11795852869117260158
changed	0	ideal_basis	0	1	0,0,1	11795852869117260221
changed	0	ideal_basis	1	1	1,0,0	11795852869117260221
changed	0	ideal_basis	1	-5	0,4,0	11795852869117260221
changed	0	ideal_basis	2	4	0,5,0	11795852869117260221
changed	0	ideal_basis	2	-2	0,0,0	11795852869117260221
changed	0	reduction	0	2	0,1,0	11795852869117260229
changed	0	reduction	1	1	1,2,1	11795852869117260230
changed	0	reduction	2	1	2,0,2	11795852869117260231
changed	0	reduction	3	1	0,1,3	11795852869117260232
changed	0	reduction	4	1	1,2,4	11795852869117260233
changed	0	reduction	5	1	2,0,5	11795852869117260234
changed	0	resultant	0	0	50000	1
changed	0	resultant	0	1	0	1
changed	0	resultant	0	2	0	1
changed	0	resultant	0	3	0	1
changed	0	resultant	0	4	0	1
changed	0	resultant	0	5	-256	1
changed	0	resultant_sample	0	312144	1	11795852869117260221
changed	0	resultant_sample	1	112208	1	11795852869117260221
changed	0	resultant_sample	2	58192	1	11795852869117260221
changed	0	resultant_sample	3	50256	1	11795852869117260221
changed	0	resultant_sample	4	50000	1	11795852869117260221
changed	0	resultant_sample	5	49744	1	11795852869117260221
changed	0	resultant_sample	6	41808	1	11795852869117260221
changed	0	resultant_sample	7	-12208	1	11795852869117260221
changed	0	resultant_sample	8	-212144	1	11795852869117260221
changed	0	bezout_f	0	0	25000	1
changed	0	bezout_f	1	0	0	1
changed	0	bezout_f	1	1	10000	1
changed	0	bezout_f	2	0	0	1
changed	0	bezout_f	2	1	0	1
changed	0	bezout_f	2	2	4000	1
changed	0	bezout_f	3	0	0	1
changed	0	bezout_f	3	1	0	1
changed	0	bezout_f	3	2	0	1
changed	0	bezout_f	3	3	1600	1
changed	0	bezout_fx	0	0	0	1
changed	0	bezout_fx	0	1	0	1
changed	0	bezout_fx	0	2	0	1
changed	0	bezout_fx	0	3	0	1
changed	0	bezout_fx	0	4	256	1
changed	0	bezout_fx	1	0	-5000	1
changed	0	bezout_fx	2	0	0	1
changed	0	bezout_fx	2	1	-2000	1
changed	0	bezout_fx	3	0	0	1
changed	0	bezout_fx	3	1	0	1
changed	0	bezout_fx	3	2	-800	1
changed	0	bezout_fx	4	0	0	1
changed	0	bezout_fx	4	1	0	1
changed	0	bezout_fx	4	2	0	1
changed	0	bezout_fx	4	3	-320	1
changed	0	sample_p	0:0:0	2560/19509	-4	11795852869117260348
changed	0	sample_p	0:0:1	3125/78036	-4	11795852869117260348
changed	0	sample_p	0:0:2	-1250/19509	-4	11795852869117260348
changed	0	sample_p	0:0:3	2000/19509	-4	11795852869117260348
changed	0	sample_q	0:0:0	-1280/19509	-4	11795852869117260348
changed	0	sample_q	0:0:1	-512/19509	-4	11795852869117260348
changed	0	sample_q	0:0:2	-625/78036	-4	11795852869117260348
changed	0	sample_q	0:0:3	250/19509	-4	11795852869117260348
changed	0	sample_q	0:0:4	-400/19509	-4	11795852869117260348
changed	0	sample_p	0:1:0	-1600/19509	-4	11795852869117260349
changed	0	sample_p	0:1:1	2560/19509	-4	11795852869117260349
changed	0	sample_p	0:1:2	3125/78036	-4	11795852869117260349
changed	0	sample_p	0:1:3	-1250/19509	-4	11795852869117260349
changed	0	sample_q	0:1:0	800/19509	-4	11795852869117260349
changed	0	sample_q	0:1:1	320/19509	-4	11795852869117260349
changed	0	sample_q	0:1:2	-512/19509	-4	11795852869117260349
changed	0	sample_q	0:1:3	-625/78036	-4	11795852869117260349
changed	0	sample_q	0:1:4	250/19509	-4	11795852869117260349
changed	0	sample_p	0:2:0	1000/19509	-4	11795852869117260350
changed	0	sample_p	0:2:1	-1600/19509	-4	11795852869117260350
changed	0	sample_p	0:2:2	2560/19509	-4	11795852869117260350
changed	0	sample_p	0:2:3	3125/78036	-4	11795852869117260350
changed	0	sample_q	0:2:0	-500/19509	-4	11795852869117260350
changed	0	sample_q	0:2:1	-200/19509	-4	11795852869117260350
changed	0	sample_q	0:2:2	320/19509	-4	11795852869117260350
changed	0	sample_q	0:2:3	-512/19509	-4	11795852869117260350
changed	0	sample_q	0:2:4	-625/78036	-4	11795852869117260350
changed	0	sample_p	0:3:0	-625/19509	-4	11795852869117260351
changed	0	sample_p	0:3:1	1000/19509	-4	11795852869117260351
changed	0	sample_p	0:3:2	-1600/19509	-4	11795852869117260351
changed	0	sample_p	0:3:3	2560/19509	-4	11795852869117260351
changed	0	sample_q	0:3:0	625/39018	-4	11795852869117260351
changed	0	sample_q	0:3:1	125/19509	-4	11795852869117260351
changed	0	sample_q	0:3:2	-200/19509	-4	11795852869117260351
changed	0	sample_q	0:3:3	320/19509	-4	11795852869117260351
changed	0	sample_q	0:3:4	-512/19509	-4	11795852869117260351
changed	0	sample_p	1:0:0	810/7013	-3	11795852869117260349
changed	0	sample_p	1:0:1	3125/28052	-3	11795852869117260349
changed	0	sample_p	1:0:2	-1875/14026	-3	11795852869117260349
changed	0	sample_p	1:0:3	1125/7013	-3	11795852869117260349
changed	0	sample_q	1:0:0	-540/7013	-3	11795852869117260349
changed	0	sample_q	1:0:1	-162/7013	-3	11795852869117260349
changed	0	sample_q	1:0:2	-625/28052	-3	11795852869117260349
changed	0	sample_q	1:0:3	375/14026	-3	11795852869117260349
changed	0	sample_q	1:0:4	-225/7013	-3	11795852869117260349
