path	lines	object_or_application	live_inbound_sources	superseding_owner	disposition	target	verification
archive/cpp-engine/cmake/R22CMNormOneIncidence.cmake	98	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R23ToricCycleClass.cmake	99	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R24AlgebraicVariation.cmake	96	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R25CausalLinearChain.cmake	104	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R26IntrinsicHypergeometry.cmake	103	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R27ExpressionGeometry.cmake	97	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R28HodgeRealization.cmake	91	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R29ArithmeticSpectral.cmake	90	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R2Structure.cmake	91	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R30PluralRederivation.cmake	144	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R30SealComparison.cmake	70	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R30SourceAccessAudit.cmake	82	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R31CultivatedMathematicalOrgans.cmake	193	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R31Determinism.cmake	57	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R31Seal.cmake	23	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R31SourceAccessAudit.cmake	92	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32CanonComparison.cmake	55	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32Determinism.cmake	62	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32ElementarySelfDerivation.cmake	76	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32ElementaryTests.cmake	97	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32Seal.cmake	24	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R32SourceAccessAudit.cmake	93	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33CharacteristicHypergeometry.cmake	80	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33CharacteristicTests.cmake	98	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33Determinism.cmake	63	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33LiteratureComparison.cmake	42	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33SanitizerAudit.cmake	33	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33Seal.cmake	24	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R33SourceAccessAudit.cmake	94	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34Determinism.cmake	63	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34LiteratureComparison.cmake	47	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34SanitizerAudit.cmake	33	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34Seal.cmake	24	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34SourceAccessAudit.cmake	95	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34TraceFiber.cmake	94	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R34TraceFiberTests.cmake	100	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35Determinism.cmake	85	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35LiteratureComparison.cmake	44	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35SanitizerAudit.cmake	33	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35Seal.cmake	24	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35SourceAccessAudit.cmake	94	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35TraceRebase.cmake	102	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R35TraceRebaseTests.cmake	98	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R3SourceTopology.cmake	116	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R4BodyLifecycle.cmake	97	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R5CausalCurrent.cmake	91	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R6ManyCurrentWeave.cmake	94	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R7CoreReceiverGeometry.cmake	101	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R8StatefulBoundaryCondensation.cmake	94	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/R9AgnosticCodecsReflection.cmake	97	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/Toolchain.cmake	13	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/VerifyToolchain.cmake	84	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/cmake/WriteBuildManifest.cmake	177	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/README.md	10	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/arc-return-rebase-world-01/RESULTS.md	195	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/arc-spectral-world-01/RESULTS.md	176	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/bounded-polyglot-geometric-world-01/REPORT.json	6618	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/bounded-polyglot-geometric-world-01/RESULTS.md	165	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/caption-recognition-01/README.md	53	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/caption-recognition-02/README.md	51	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/causal-taxonomy-world-01/RESULTS.md	164	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/changed-view-return-01/README.md	74	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/chronological-language-taxonomy-world-01/RESULTS.md	228	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-atlas-01/README.md	14	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-atlas-01/RESULTS.md	133	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-bridge-01/RESULTS.md	225	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-contact-01/RESULTS.md	189	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-ecology-01/README.md	53	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-ecology-01/RESULTS.md	117	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-medium-01/RESULTS.md	174	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-navigation-01/README.md	23	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-navigation-01/RESULTS.md	184	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-navigation-02/README.md	22	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-navigation-02/RESULTS.md	235	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-navigation-03/README.md	15	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-new-light-01/README.md	64	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/circuit-new-light-01/RESULTS.md	369	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-grammar-world-01/RESULTS.md	252	frozen_archive	1	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-highlight-01/README.md	58	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-language-limb-workshop-01/RESULTS.md	107	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-language-transformation-workshop-01/RESULTS.md	251	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-objective-world-01/RESULTS.md	192	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-world-01/README.md	37	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-world-02/README.md	69	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/code-world-03/README.md	78	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/constraint-deed-world-01/RESULTS.md	294	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/constraint-leaf-world-01/RESULTS.md	305	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/construction-boundary-01/RESULTS.md	178	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/contextual-text-ecology-01/RESULTS.md	220	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-consequence-01/README.md	75	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-consequence-01/RESULTS.md	101	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-horizon-01/README.md	77	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-horizon-01/RESULTS.md	123	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-repository-forest-01/RESULTS.md	272	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-repository-forest-01/autonomous-live-cycle-v2/RESULTS.md	54	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-workshop-01/README.md	46	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/conversation-workshop-01/RESULTS.md	83	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/coupled-page-01/README.md	90	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/cross-rendering-contact-01/RESULTS.md	67	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/cuda-continuation-01/README.md	102	frozen_archive	1	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/current-contact-world-01/RESULTS.md	171	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/derivation-ecology-01/RESULTS.md	267	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-circulation-01/README.md	38	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-circulation-01/RESULTS.md	66	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-forest-01/README.md	32	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-forest-01/RESULTS.md	86	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-01/README.md	67	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-02/README.md	25	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-03/README.md	36	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-03/RESULTS.md	113	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-04/README.md	24	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/elastic-medium-04/RESULTS.md	92	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/entangled-receiver-atlas-01/RESULTS.md	196	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-audio-contextual-ecology-01/RESULTS.md	169	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-audio-ctc-path-fiber-01/RESULTS.md	246	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-audio-inscription-01/RESULTS.md	120	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-autonomous-field-01/RESULTS.md	151	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-bounded-causal-code-world-01/RESULTS.md	82	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-bounded-causal-code-world-02/RESULTS.md	77	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-bounded-causal-code-world-03/RESULTS.md	79	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
archive/cpp-engine/evidence/observations/eros-cohered-corpus-01/RESULTS.md	239	frozen_archive	0	unresolved	unresolved_law_and_citation_audit	git_revision_or_live_owner	static_inbound_link_scan_at_d17910d3
